Date,OAT,HWST,HWRT,HWDP,HWDPSPT,P1VFD,P2VFD
12-Mar-19 11:30:03 PM CDT,nan,nan,163.18,nan,nan,nan,nan
12-Mar-19 11:30:03 PM CDT,nan,nan,nan,9.96,nan,nan,nan
12-Mar-19 11:30:03 PM CDT,nan,nan,nan,nan,nan,69.97,nan
12-Mar-19 11:30:03 PM CDT,nan,nan,nan,nan,nan,nan,0
12-Mar-19 11:30:03 PM CDT,nan,nan,nan,nan,10,nan,nan
12-Mar-19 11:45:00 PM CDT,41.8,nan,nan,nan,nan,nan,nan
12-Mar-19 11:45:03 PM CDT,nan,164,nan,nan,nan,nan,nan
12-Mar-19 11:45:03 PM CDT,nan,nan,163.76,nan,nan,nan,nan
12-Mar-19 11:45:03 PM CDT,nan,nan,nan,9.95,nan,nan,nan
12-Mar-19 11:45:03 PM CDT,nan,nan,nan,nan,nan,69.71,nan
12-Mar-19 11:45:03 PM CDT,nan,nan,nan,nan,nan,nan,0
12-Mar-19 11:45:03 PM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 12:00:00 AM CDT,41.7,nan,nan,nan,nan,nan,nan
13-Mar-19 12:00:03 AM CDT,nan,166,nan,nan,nan,nan,nan
13-Mar-19 12:00:03 AM CDT,nan,nan,166,nan,nan,nan,nan
13-Mar-19 12:00:03 AM CDT,nan,nan,nan,10.04,nan,nan,nan
13-Mar-19 12:00:03 AM CDT,nan,nan,nan,nan,nan,68.76,nan
13-Mar-19 12:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 12:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 12:15:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 12:15:03 AM CDT,nan,162.88,nan,nan,nan,nan,nan
13-Mar-19 12:15:03 AM CDT,nan,nan,163.11,nan,nan,nan,nan
13-Mar-19 12:15:03 AM CDT,nan,nan,nan,9.91,nan,nan,nan
13-Mar-19 12:15:03 AM CDT,nan,nan,nan,nan,nan,69.33,nan
13-Mar-19 12:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 12:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 12:30:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 12:30:03 AM CDT,nan,163.51,nan,nan,nan,nan,nan
13-Mar-19 12:30:03 AM CDT,nan,nan,163.4,nan,nan,nan,nan
13-Mar-19 12:30:03 AM CDT,nan,nan,nan,9.95,nan,nan,nan
13-Mar-19 12:30:03 AM CDT,nan,nan,nan,nan,nan,69.26,nan
13-Mar-19 12:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 12:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 12:45:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 12:45:03 AM CDT,nan,169,nan,nan,nan,nan,nan
13-Mar-19 12:45:03 AM CDT,nan,nan,168,nan,nan,nan,nan
13-Mar-19 12:45:03 AM CDT,nan,nan,nan,9.79,nan,nan,nan
13-Mar-19 12:45:03 AM CDT,nan,nan,nan,nan,nan,70.88,nan
13-Mar-19 12:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 12:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 1:00:00 AM CDT,41.8,nan,nan,nan,nan,nan,nan
13-Mar-19 1:00:03 AM CDT,nan,168,nan,nan,nan,nan,nan
13-Mar-19 1:00:03 AM CDT,nan,nan,169,nan,nan,nan,nan
13-Mar-19 1:00:03 AM CDT,nan,nan,nan,9.95,nan,nan,nan
13-Mar-19 1:00:03 AM CDT,nan,nan,nan,nan,nan,70.56,nan
13-Mar-19 1:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 1:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 1:15:00 AM CDT,42,nan,nan,nan,nan,nan,nan
13-Mar-19 1:15:03 AM CDT,nan,169,nan,nan,nan,nan,nan
13-Mar-19 1:15:03 AM CDT,nan,nan,169,nan,nan,nan,nan
13-Mar-19 1:15:03 AM CDT,nan,nan,nan,9.99,nan,nan,nan
13-Mar-19 1:15:03 AM CDT,nan,nan,nan,nan,nan,70.18,nan
13-Mar-19 1:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 1:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 1:30:00 AM CDT,41.8,nan,nan,nan,nan,nan,nan
13-Mar-19 1:30:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 1:30:03 AM CDT,nan,nan,169,nan,nan,nan,nan
13-Mar-19 1:30:03 AM CDT,nan,nan,nan,9.92,nan,nan,nan
13-Mar-19 1:30:03 AM CDT,nan,nan,nan,nan,nan,70.88,nan
13-Mar-19 1:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 1:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 1:45:00 AM CDT,42,nan,nan,nan,nan,nan,nan
13-Mar-19 1:45:02 AM CDT,nan,171,nan,nan,nan,nan,nan
13-Mar-19 1:45:02 AM CDT,nan,nan,169,nan,nan,nan,nan
13-Mar-19 1:45:02 AM CDT,nan,nan,nan,9.99,nan,nan,nan
13-Mar-19 1:45:02 AM CDT,nan,nan,nan,nan,nan,70.15,nan
13-Mar-19 1:45:02 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 1:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 2:00:00 AM CDT,42.4,nan,nan,nan,nan,nan,nan
13-Mar-19 2:00:03 AM CDT,nan,168,nan,nan,nan,nan,nan
13-Mar-19 2:00:03 AM CDT,nan,nan,167,nan,nan,nan,nan
13-Mar-19 2:00:03 AM CDT,nan,nan,nan,10.01,nan,nan,nan
13-Mar-19 2:00:03 AM CDT,nan,nan,nan,nan,nan,69.94,nan
13-Mar-19 2:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 2:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 2:15:00 AM CDT,42.4,nan,nan,nan,nan,nan,nan
13-Mar-19 2:15:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 2:15:03 AM CDT,nan,nan,170,nan,nan,nan,nan
13-Mar-19 2:15:03 AM CDT,nan,nan,nan,10.09,nan,nan,nan
13-Mar-19 2:15:03 AM CDT,nan,nan,nan,nan,nan,68.15,nan
13-Mar-19 2:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 2:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 2:30:00 AM CDT,42.3,nan,nan,nan,nan,nan,nan
13-Mar-19 2:30:02 AM CDT,nan,173,nan,nan,nan,nan,nan
13-Mar-19 2:30:02 AM CDT,nan,nan,173,nan,nan,nan,nan
13-Mar-19 2:30:02 AM CDT,nan,nan,nan,10.14,nan,nan,nan
13-Mar-19 2:30:03 AM CDT,nan,nan,nan,nan,nan,66.74,nan
13-Mar-19 2:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 2:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 2:45:00 AM CDT,42.3,nan,nan,nan,nan,nan,nan
13-Mar-19 2:45:03 AM CDT,nan,171,nan,nan,nan,nan,nan
13-Mar-19 2:45:03 AM CDT,nan,nan,171,nan,nan,nan,nan
13-Mar-19 2:45:03 AM CDT,nan,nan,nan,10.06,nan,nan,nan
13-Mar-19 2:45:03 AM CDT,nan,nan,nan,nan,nan,66.47,nan
13-Mar-19 2:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 2:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 3:00:00 AM CDT,42.3,nan,nan,nan,nan,nan,nan
13-Mar-19 3:00:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 3:00:03 AM CDT,nan,nan,170,nan,nan,nan,nan
13-Mar-19 3:00:03 AM CDT,nan,nan,nan,9.88,nan,nan,nan
13-Mar-19 3:00:03 AM CDT,nan,nan,nan,nan,nan,68.38,nan
13-Mar-19 3:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 3:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 3:15:00 AM CDT,42.2,nan,nan,nan,nan,nan,nan
13-Mar-19 3:15:02 AM CDT,nan,162.62,nan,nan,nan,nan,nan
13-Mar-19 3:15:02 AM CDT,nan,nan,162.5,nan,nan,nan,nan
13-Mar-19 3:15:02 AM CDT,nan,nan,nan,9.83,nan,nan,nan
13-Mar-19 3:15:02 AM CDT,nan,nan,nan,nan,nan,70.04,nan
13-Mar-19 3:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 3:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 3:30:00 AM CDT,42.1,nan,nan,nan,nan,nan,nan
13-Mar-19 3:30:02 AM CDT,nan,162.48,nan,nan,nan,nan,nan
13-Mar-19 3:30:03 AM CDT,nan,nan,162.62,nan,nan,nan,nan
13-Mar-19 3:30:03 AM CDT,nan,nan,nan,9.85,nan,nan,nan
13-Mar-19 3:30:03 AM CDT,nan,nan,nan,nan,nan,70.81,nan
13-Mar-19 3:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 3:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 3:45:00 AM CDT,42,nan,nan,nan,nan,nan,nan
13-Mar-19 3:45:02 AM CDT,nan,162.3,nan,nan,nan,nan,nan
13-Mar-19 3:45:02 AM CDT,nan,nan,162.78,nan,nan,nan,nan
13-Mar-19 3:45:02 AM CDT,nan,nan,nan,9.99,nan,nan,nan
13-Mar-19 3:45:02 AM CDT,nan,nan,nan,nan,nan,70.52,nan
13-Mar-19 3:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 3:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 4:00:00 AM CDT,41.9,nan,nan,nan,nan,nan,nan
13-Mar-19 4:00:03 AM CDT,nan,162.62,nan,nan,nan,nan,nan
13-Mar-19 4:00:03 AM CDT,nan,nan,162.87,nan,nan,nan,nan
13-Mar-19 4:00:03 AM CDT,nan,nan,nan,10.04,nan,nan,nan
13-Mar-19 4:00:03 AM CDT,nan,nan,nan,nan,nan,69.96,nan
13-Mar-19 4:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 4:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 4:15:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 4:15:00 AM CDT,nan,162.94,162.95,nan,nan,nan,nan
13-Mar-19 4:15:00 AM CDT,nan,nan,nan,10.01,nan,69.54,0
13-Mar-19 4:15:00 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 4:30:00 AM CDT,41.2,nan,nan,nan,nan,nan,nan
13-Mar-19 4:30:02 AM CDT,nan,167,nan,nan,nan,nan,nan
13-Mar-19 4:30:02 AM CDT,nan,nan,167,nan,nan,nan,nan
13-Mar-19 4:30:03 AM CDT,nan,nan,nan,10.11,nan,nan,nan
13-Mar-19 4:30:03 AM CDT,nan,nan,nan,nan,nan,67.83,nan
13-Mar-19 4:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 4:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 4:45:00 AM CDT,41.3,nan,nan,nan,nan,nan,nan
13-Mar-19 4:45:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 4:45:03 AM CDT,nan,nan,170,nan,nan,nan,nan
13-Mar-19 4:45:03 AM CDT,nan,nan,nan,9.97,nan,nan,nan
13-Mar-19 4:45:03 AM CDT,nan,nan,nan,nan,nan,69.2,nan
13-Mar-19 4:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 4:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 5:00:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 5:00:03 AM CDT,nan,172,nan,nan,nan,nan,nan
13-Mar-19 5:00:03 AM CDT,nan,nan,172,nan,nan,nan,nan
13-Mar-19 5:00:03 AM CDT,nan,nan,nan,10.08,nan,nan,nan
13-Mar-19 5:00:03 AM CDT,nan,nan,nan,nan,nan,68.88,nan
13-Mar-19 5:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 5:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 5:15:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 5:15:02 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 5:15:02 AM CDT,nan,nan,170,nan,nan,nan,nan
13-Mar-19 5:15:02 AM CDT,nan,nan,nan,9.95,nan,nan,nan
13-Mar-19 5:15:02 AM CDT,nan,nan,nan,nan,nan,69.28,nan
13-Mar-19 5:15:02 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 5:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 5:30:00 AM CDT,41.8,nan,nan,nan,nan,nan,nan
13-Mar-19 5:30:03 AM CDT,nan,171,nan,nan,nan,nan,nan
13-Mar-19 5:30:03 AM CDT,nan,nan,171,nan,nan,nan,nan
13-Mar-19 5:30:03 AM CDT,nan,nan,nan,10.1,nan,nan,nan
13-Mar-19 5:30:03 AM CDT,nan,nan,nan,nan,nan,67.56,nan
13-Mar-19 5:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 5:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 5:45:00 AM CDT,42.2,nan,nan,nan,nan,nan,nan
13-Mar-19 5:45:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 5:45:03 AM CDT,nan,nan,170,nan,nan,nan,nan
13-Mar-19 5:45:03 AM CDT,nan,nan,nan,10.04,nan,nan,nan
13-Mar-19 5:45:03 AM CDT,nan,nan,nan,nan,nan,67.5,nan
13-Mar-19 5:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 5:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 6:00:00 AM CDT,42,nan,nan,nan,nan,nan,nan
13-Mar-19 6:00:03 AM CDT,nan,172,nan,nan,nan,nan,nan
13-Mar-19 6:00:03 AM CDT,nan,nan,171,nan,nan,nan,nan
13-Mar-19 6:00:03 AM CDT,nan,nan,nan,9.95,nan,nan,nan
13-Mar-19 6:00:03 AM CDT,nan,nan,nan,nan,nan,68.02,nan
13-Mar-19 6:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 6:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 6:15:00 AM CDT,42.1,nan,nan,nan,nan,nan,nan
13-Mar-19 6:15:03 AM CDT,nan,169,nan,nan,nan,nan,nan
13-Mar-19 6:15:03 AM CDT,nan,nan,168,nan,nan,nan,nan
13-Mar-19 6:15:03 AM CDT,nan,nan,nan,9.93,nan,nan,nan
13-Mar-19 6:15:03 AM CDT,nan,nan,nan,nan,nan,68.16,nan
13-Mar-19 6:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 6:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 6:30:00 AM CDT,41.8,nan,nan,nan,nan,nan,nan
13-Mar-19 6:30:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 6:30:03 AM CDT,nan,nan,170,nan,nan,nan,nan
13-Mar-19 6:30:03 AM CDT,nan,nan,nan,9.97,nan,nan,nan
13-Mar-19 6:30:03 AM CDT,nan,nan,nan,nan,nan,67.96,nan
13-Mar-19 6:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 6:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 6:45:00 AM CDT,41.3,nan,nan,nan,nan,nan,nan
13-Mar-19 6:45:03 AM CDT,nan,171,nan,nan,nan,nan,nan
13-Mar-19 6:45:03 AM CDT,nan,nan,171,nan,nan,nan,nan
13-Mar-19 6:45:03 AM CDT,nan,nan,nan,9.88,nan,nan,nan
13-Mar-19 6:45:03 AM CDT,nan,nan,nan,nan,nan,69.24,nan
13-Mar-19 6:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 6:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 7:00:00 AM CDT,41.3,nan,nan,nan,nan,nan,nan
13-Mar-19 7:00:03 AM CDT,nan,162.51,nan,nan,nan,nan,nan
13-Mar-19 7:00:03 AM CDT,nan,nan,162.61,nan,nan,nan,nan
13-Mar-19 7:00:03 AM CDT,nan,nan,nan,9.82,nan,nan,nan
13-Mar-19 7:00:03 AM CDT,nan,nan,nan,nan,nan,71.02,nan
13-Mar-19 7:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 7:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 7:15:00 AM CDT,41.8,nan,nan,nan,nan,nan,nan
13-Mar-19 7:15:03 AM CDT,nan,167,nan,nan,nan,nan,nan
13-Mar-19 7:15:03 AM CDT,nan,nan,166,nan,nan,nan,nan
13-Mar-19 7:15:03 AM CDT,nan,nan,nan,9.82,nan,nan,nan
13-Mar-19 7:15:03 AM CDT,nan,nan,nan,nan,nan,71.89,nan
13-Mar-19 7:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 7:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 7:30:00 AM CDT,42.1,nan,nan,nan,nan,nan,nan
13-Mar-19 7:30:03 AM CDT,nan,163.32,nan,nan,nan,nan,nan
13-Mar-19 7:30:03 AM CDT,nan,nan,163.63,nan,nan,nan,nan
13-Mar-19 7:30:03 AM CDT,nan,nan,nan,10.06,nan,nan,nan
13-Mar-19 7:30:03 AM CDT,nan,nan,nan,nan,nan,70.49,nan
13-Mar-19 7:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 7:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 7:45:00 AM CDT,41.7,nan,nan,nan,nan,nan,nan
13-Mar-19 7:45:03 AM CDT,nan,161.51,nan,nan,nan,nan,nan
13-Mar-19 7:45:03 AM CDT,nan,nan,161.74,nan,nan,nan,nan
13-Mar-19 7:45:03 AM CDT,nan,nan,nan,9.92,nan,nan,nan
13-Mar-19 7:45:03 AM CDT,nan,nan,nan,nan,nan,71.65,nan
13-Mar-19 7:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 7:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 8:00:00 AM CDT,41.9,nan,nan,nan,nan,nan,nan
13-Mar-19 8:00:03 AM CDT,nan,167,nan,nan,nan,nan,nan
13-Mar-19 8:00:03 AM CDT,nan,nan,167,nan,nan,nan,nan
13-Mar-19 8:00:03 AM CDT,nan,nan,nan,9.98,nan,nan,nan
13-Mar-19 8:00:03 AM CDT,nan,nan,nan,nan,nan,71.42,nan
13-Mar-19 8:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 8:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 8:15:00 AM CDT,41.9,nan,nan,nan,nan,nan,nan
13-Mar-19 8:15:03 AM CDT,nan,163.44,nan,nan,nan,nan,nan
13-Mar-19 8:15:03 AM CDT,nan,nan,163.7,nan,nan,nan,nan
13-Mar-19 8:15:03 AM CDT,nan,nan,nan,10.05,nan,nan,nan
13-Mar-19 8:15:03 AM CDT,nan,nan,nan,nan,nan,70.54,nan
13-Mar-19 8:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 8:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 8:30:00 AM CDT,41.6,nan,nan,nan,nan,nan,nan
13-Mar-19 8:30:02 AM CDT,nan,161.5,nan,nan,nan,nan,nan
13-Mar-19 8:30:02 AM CDT,nan,nan,161.64,nan,nan,nan,nan
13-Mar-19 8:30:02 AM CDT,nan,nan,nan,9.96,nan,nan,nan
13-Mar-19 8:30:02 AM CDT,nan,nan,nan,nan,nan,71.27,nan
13-Mar-19 8:30:02 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 8:30:02 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 8:45:00 AM CDT,42.3,nan,nan,nan,nan,nan,nan
13-Mar-19 8:45:02 AM CDT,nan,168,nan,nan,nan,nan,nan
13-Mar-19 8:45:02 AM CDT,nan,nan,167,nan,nan,nan,nan
13-Mar-19 8:45:03 AM CDT,nan,nan,nan,10.04,nan,nan,nan
13-Mar-19 8:45:03 AM CDT,nan,nan,nan,nan,nan,69.94,nan
13-Mar-19 8:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 8:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 9:00:00 AM CDT,41.7,nan,nan,nan,nan,nan,nan
13-Mar-19 9:00:03 AM CDT,nan,169,nan,nan,nan,nan,nan
13-Mar-19 9:00:03 AM CDT,nan,nan,168,nan,nan,nan,nan
13-Mar-19 9:00:03 AM CDT,nan,nan,nan,9.98,nan,nan,nan
13-Mar-19 9:00:03 AM CDT,nan,nan,nan,nan,nan,69.83,nan
13-Mar-19 9:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 9:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 9:15:00 AM CDT,41.9,nan,nan,nan,nan,nan,nan
13-Mar-19 9:15:03 AM CDT,nan,170,nan,nan,nan,nan,nan
13-Mar-19 9:15:03 AM CDT,nan,nan,169,nan,nan,nan,nan
13-Mar-19 9:15:03 AM CDT,nan,nan,nan,9.98,nan,nan,nan
13-Mar-19 9:15:03 AM CDT,nan,nan,nan,nan,nan,69.13,nan
13-Mar-19 9:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 9:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 9:30:00 AM CDT,42.2,nan,nan,nan,nan,nan,nan
13-Mar-19 9:30:02 AM CDT,nan,162.83,nan,nan,nan,nan,nan
13-Mar-19 9:30:02 AM CDT,nan,nan,163.13,nan,nan,nan,nan
13-Mar-19 9:30:03 AM CDT,nan,nan,nan,9.96,nan,nan,nan
13-Mar-19 9:30:03 AM CDT,nan,nan,nan,nan,nan,69.23,nan
13-Mar-19 9:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 9:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 9:45:00 AM CDT,43.3,nan,nan,nan,nan,nan,nan
13-Mar-19 9:45:03 AM CDT,nan,162.71,nan,nan,nan,nan,nan
13-Mar-19 9:45:03 AM CDT,nan,nan,162.69,nan,nan,nan,nan
13-Mar-19 9:45:03 AM CDT,nan,nan,nan,9.92,nan,nan,nan
13-Mar-19 9:45:03 AM CDT,nan,nan,nan,nan,nan,69.06,nan
13-Mar-19 9:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 9:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 10:00:00 AM CDT,44.1,nan,nan,nan,nan,nan,nan
13-Mar-19 10:00:02 AM CDT,nan,163.03,nan,nan,nan,nan,nan
13-Mar-19 10:00:02 AM CDT,nan,nan,163.1,nan,nan,nan,nan
13-Mar-19 10:00:02 AM CDT,nan,nan,nan,9.83,nan,nan,nan
13-Mar-19 10:00:03 AM CDT,nan,nan,nan,nan,nan,70.55,nan
13-Mar-19 10:00:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 10:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 10:15:00 AM CDT,43.8,nan,nan,nan,nan,nan,nan
13-Mar-19 10:15:03 AM CDT,nan,163.39,nan,nan,nan,nan,nan
13-Mar-19 10:15:03 AM CDT,nan,nan,163.48,nan,nan,nan,nan
13-Mar-19 10:15:03 AM CDT,nan,nan,nan,9.97,nan,nan,nan
13-Mar-19 10:15:03 AM CDT,nan,nan,nan,nan,nan,70.19,nan
13-Mar-19 10:15:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 10:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 10:30:00 AM CDT,45.1,nan,nan,nan,nan,nan,nan
13-Mar-19 10:30:03 AM CDT,nan,163.1,nan,nan,nan,nan,nan
13-Mar-19 10:30:03 AM CDT,nan,nan,163.34,nan,nan,nan,nan
13-Mar-19 10:30:03 AM CDT,nan,nan,nan,9.91,nan,nan,nan
13-Mar-19 10:30:03 AM CDT,nan,nan,nan,nan,nan,70.71,nan
13-Mar-19 10:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 10:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 10:45:00 AM CDT,44.7,nan,nan,nan,nan,nan,nan
13-Mar-19 10:45:03 AM CDT,nan,163.48,nan,nan,nan,nan,nan
13-Mar-19 10:45:03 AM CDT,nan,nan,163.4,nan,nan,nan,nan
13-Mar-19 10:45:03 AM CDT,nan,nan,nan,9.99,nan,nan,nan
13-Mar-19 10:45:03 AM CDT,nan,nan,nan,nan,nan,70.3,nan
13-Mar-19 10:45:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 10:45:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 11:00:00 AM CDT,45.8,nan,nan,nan,nan,nan,nan
13-Mar-19 11:00:02 AM CDT,nan,161.4,nan,nan,nan,nan,nan
13-Mar-19 11:00:02 AM CDT,nan,nan,161.75,nan,nan,nan,nan
13-Mar-19 11:00:02 AM CDT,nan,nan,nan,9.96,nan,nan,nan
13-Mar-19 11:00:02 AM CDT,nan,nan,nan,nan,nan,70.59,nan
13-Mar-19 11:00:02 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 11:00:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 11:15:00 AM CDT,46,nan,nan,nan,nan,nan,nan
13-Mar-19 11:15:02 AM CDT,nan,168,nan,nan,nan,nan,nan
13-Mar-19 11:15:02 AM CDT,nan,nan,163.82,nan,nan,nan,nan
13-Mar-19 11:15:02 AM CDT,nan,nan,nan,9.83,nan,nan,nan
13-Mar-19 11:15:02 AM CDT,nan,nan,nan,nan,nan,71.52,nan
13-Mar-19 11:15:02 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 11:15:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 11:30:00 AM CDT,45,nan,nan,nan,nan,nan,nan
13-Mar-19 11:30:03 AM CDT,nan,167,nan,nan,nan,nan,nan
13-Mar-19 11:30:03 AM CDT,nan,nan,168,nan,nan,nan,nan
13-Mar-19 11:30:03 AM CDT,nan,nan,nan,9.98,nan,nan,nan
13-Mar-19 11:30:03 AM CDT,nan,nan,nan,nan,nan,70.59,nan
13-Mar-19 11:30:03 AM CDT,nan,nan,nan,nan,nan,nan,0
13-Mar-19 11:30:03 AM CDT,nan,nan,nan,nan,10,nan,nan
13-Mar-19 11:45:00 AM CDT,44.6,nan,nan,nan,nan,nan,nan
